level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Air and carbon dioxide only,"Sunlight, water, soil, and air",Just soil and water,Only water and sunlight,B,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Hydrogen,Nitrogen,Carbon dioxide,Oxygen,D,Correct answer: Oxygen.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To change color,To make food,To grow taller,To attract insects,B,Correct answer: To make food.
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",The oceans would grow,Life on Earth would be impossible,Humans would adapt,Animals would survive,B,Correct answer: Life on Earth would be impossible.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Air and carbon dioxide only,Just soil and water,"Sunlight, water, soil, and air",Only water and sunlight,C,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Hydrogen,Carbon dioxide,Oxygen,D,Correct answer: Oxygen.
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To change color,To grow taller,To make food,To attract insects,C,Correct answer: To make food.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Life on Earth would be impossible,Humans would adapt,Animals would survive,The oceans would grow,A,Correct answer: Life on Earth would be impossible.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?",Air and carbon dioxide only,"Sunlight, water, soil, and air",Just soil and water,Only water and sunlight,B,"Correct answer: Sunlight, water, soil, and air."
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What does photosynthesis produce for humans?",Nitrogen,Oxygen,Hydrogen,Carbon dioxide,B,Correct answer: Oxygen.
3,Reading,Text Features,Easy,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants use sunlight for?",To attract insects,To grow taller,To change color,To make food,D,Correct answer: To make food.
3,Reading,Text Features,Medium,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What would happen without plants?",Humans would adapt,Life on Earth would be impossible,Animals would survive,The oceans would grow,B,Correct answer: Life on Earth would be impossible.
3,Reading,Text Features,Hard,"Passage: ""Plants need four things to grow: sunlight, water, soil, and air. During photosynthesis, plants use sunlight to turn water and carbon dioxide into food. This process releases oxygen, which animals and ..."" 

Question: What do plants need to grow?","Sunlight, water, soil, and air",Just soil and water,Only water and sunlight,Air and carbon dioxide only,A,"Correct answer: Sunlight, water, soil, and air."
4,Reading,Figurative Language,Easy,A metaphor,Names a character,Describes a setting,Compares two things without using like or as,Uses like or as,C,Answer: Compares two things without using like or as.
4,Reading,Figurative Language,Medium,The author's craft refers to,The tools used to write,Techniques used to make writing effective,The book cover design,The author's job,B,Answer: Techniques used to make writing effective.
4,Reading,Figurative Language,Hard,A summary is,A brief statement of the main points,A list of characters,A word-for-word copy,A description of the setting,A,Answer: A brief statement of the main points.
4,Reading,Figurative Language,Easy,Compare and contrast means,Ordering events,Finding similarities and differences,Only finding similarities,Only finding differences,B,Answer: Finding similarities and differences.
4,Reading,Figurative Language,Medium,Informational text is written to,Introduce characters,Create suspense,Inform or explain,Entertain only,C,Answer: Inform or explain.
4,Reading,Figurative Language,Hard,A metaphor,Uses like or as,Names a character,Describes a setting,Compares two things without using like or as,D,Answer: Compares two things without using like or as.
4,Reading,Figurative Language,Easy,The author's craft refers to,The author's job,The book cover design,The tools used to write,Techniques used to make writing effective,D,Answer: Techniques used to make writing effective.
4,Reading,Figurative Language,Medium,A summary is,A brief statement of the main points,A list of characters,A word-for-word copy,A description of the setting,A,Answer: A brief statement of the main points.
4,Reading,Figurative Language,Hard,Compare and contrast means,Only finding similarities,Only finding differences,Ordering events,Finding similarities and differences,D,Answer: Finding similarities and differences.
4,Reading,Figurative Language,Easy,Informational text is written to,Create suspense,Entertain only,Introduce characters,Inform or explain,D,Answer: Inform or explain.
4,Reading,Figurative Language,Medium,A metaphor,Compares two things without using like or as,Names a character,Describes a setting,Uses like or as,A,Answer: Compares two things without using like or as.
4,Reading,Figurative Language,Hard,The author's craft refers to,The book cover design,The tools used to write,The author's job,Techniques used to make writing effective,D,Answer: Techniques used to make writing effective.
4,Reading,Figurative Language,Easy,A summary is,A word-for-word copy,A list of characters,A brief statement of the main points,A description of the setting,C,Answer: A brief statement of the main points.
4,Reading,Figurative Language,Medium,Compare and contrast means,Only finding similarities,Only finding differences,Ordering events,Finding similarities and differences,D,Answer: Finding similarities and differences.
4,Reading,Figurative Language,Hard,Informational text is written to,Create suspense,Inform or explain,Entertain only,Introduce characters,B,Answer: Inform or explain.
4,Reading,Figurative Language,Easy,A metaphor,Names a character,Describes a setting,Uses like or as,Compares two things without using like or as,D,Answer: Compares two things without using like or as.
4,Reading,Figurative Language,Medium,The author's craft refers to,Techniques used to make writing effective,The book cover design,The tools used to write,The author's job,A,Answer: Techniques used to make writing effective.
4,Reading,Figurative Language,Hard,A summary is,A list of characters,A word-for-word copy,A brief statement of the main points,A description of the setting,C,Answer: A brief statement of the main points.
4,Reading,Figurative Language,Easy,Compare and contrast means,Finding similarities and differences,Ordering events,Only finding differences,Only finding similarities,A,Answer: Finding similarities and differences.
4,Reading,Figurative Language,Medium,Informational text is written to,Create suspense,Introduce characters,Inform or explain,Entertain only,C,Answer: Inform or explain.
